quote_id,current_premium,target_premium with e-delivery,policy_term_tenure,source_premium,uncapped percent change,target_premium,Premium for use with LRs,Prior Term Rate Increase Ratio,Rounded Prior Term Rate Increase,,,,
a9b24b26-2233-440f-bc76-848bfdc3a750,1592,"1,672",5,1552,5.03%,1672,1552,1.16886931,#NAME?,,,,
a9ba0575-058d-4501-93dd-f25f7a0fd682,1029,"1,483",6,1069,44.12%,1483,1069,0.976859504,#NAME?,,,,
a9be22d0-053e-4812-b2cf-ff201fe1f872,955,"1,490",1,955,56.04%,1371,1038.043478,,#NAME?,,,,
a9c941d3-92ac-464f-b972-0ceafc63cea8,1118,"1,287",6,1161,15.12%,1287,1161,1.164583333,#NAME?,,,,
a9cded89-a93f-4840-9c07-b02636025404,533,"1,932",2,1257,262.48%,1932,1257,1.750469043,#NAME?,,,,
a9d50328-d224-4e34-a25e-aa184d6f7f60,1584,"1,748",4,1642,10.35%,1748,1642,1.112359551,#NAME?,,,,
a9d697b3-c25c-4937-83b2-53bd3f1d322d,1073,"2,139",4,1421,99.35%,2139,1421,1.192222222,#NAME?,,,,
a9d76bac-80da-485a-be09-c2686e28fceb,671,918,2,693,36.81%,918,693,0.980994152,#NAME?,,,,
a9d994eb-c5ac-46da-9bb9-9d9b91f9b6a4,511,765,2,530,49.71%,765,530,1.222488038,#NAME?,,,,
a9e870d4-a0f3-4233-9d14-87f8b77860ea,1274,"1,847",1,1278,44.96%,1699,1389.130435,,#NAME?,,,,
a9f41568-0653-4e87-a322-00afb0f005a1,631,"1,190",3,808,88.59%,1190,808,1.056951424,#NAME?,,,,
a9f87eaa-d29c-4668-9771-2db3cf8f4ef9,1159,"1,276",1,1159,10.10%,1174,1259.782609,,#NAME?,,,,
aa0b588e-97bf-492f-9483-e622ae90b249,1911,"1,935",1,1911,1.24%,1780,2077.173913,,#NAME?,,,,
aa1b8102-b525-4347-b524-a94e9cc5f00f,1275,"1,848",5,1324,44.94%,1848,1324,0.98974359,#NAME?,,,,
aa3a5d88-cf9c-406f-b8fe-abe07af9e726,1350,"1,498",4,1707,10.96%,1498,1707,1.173913043,#NAME?,,,,
aa3af347-2783-45e5-9b25-ef95f8d1c1e9,2065,"2,509",1,2135,21.49%,2308,2320.652174,,#NAME?,,,,
aa3d7b3a-8820-42a8-95ef-7a964f3f9507,1062,"1,579",5,1352,48.68%,1579,1352,1.20984081,#NAME?,,,,
aa3eaba0-62ad-41b7-8be6-d5083360726b,1019,"1,219",3,1056,19.63%,1219,1056,1.013930348,#NAME?,,,,
aa41a525-ef6a-4a5f-8a07-4c7ffe677273,1118,"1,533",1,1154,37.08%,1410,1254.347826,,#NAME?,,,,
aa4adab7-3c7c-4c6b-8aee-c30b9f43223e,1137,"1,422",2,1176,25.07%,1422,1176,1.133599202,#NAME?,,,,
aa4ea2a5-395e-411d-aef9-a13e8c4a9370,785,"1,258",1,785,60.20%,1157,853.2608696,,#NAME?,,,,
aa66a7b9-367a-4b82-a848-8fd063c80b90,1265,"1,786",1,1306,41.18%,1643,1419.565217,,#NAME?,,,,
aa6c15fb-8657-4c67-9c0b-fbad138758bb,1026,"1,718",2,1064,67.45%,1718,1064,1.097326203,#NAME?,,,,
aa72adde-cfc1-4421-a28f-4464cdfce3ab,1034,"1,579",4,1085,52.71%,1579,1085,1.200413223,#NAME?,,,,
aa77adae-0563-4b40-85c8-c966da3caea2,1455,"2,252",4,2032,54.78%,2252,2032,1.193601313,#NAME?,,,,
aa7984bf-50be-43c8-adef-d2a48802ec6d,783,"1,083",4,811,38.31%,1083,811,1.151470588,#NAME?,,,,
aa7b5cff-d1d5-40af-8208-25f6da525a77,461,913,6,525,98.05%,913,525,1.026726058,#NAME?,,,,
aa7c6fab-1995-4eb3-9a4d-376a645b495b,1754,"2,480",1,1754,41.42%,2282,1906.521739,,#NAME?,,,,
aa7ddfe7-e074-48dd-a9f3-833f707b8e53,2283,"3,750",4,2479,64.26%,3750,2479,1.175592173,#NAME?,,,,
aa972c3a-969b-44b7-8a4d-b55380af2aa1,1015,"1,494",2,1053,47.19%,1494,1053,1.055093555,#NAME?,,,,
aa9c0d03-6ffa-4aed-9ca0-4d3417c0db2e,1657,"2,323",4,1800,40.19%,2323,1800,1.224299065,#NAME?,,,,
aaa5156f-f8d1-4bde-b3c5-f1140a904e2d,868,"1,442",2,895,66.13%,1442,895,1.114249037,#NAME?,,,,
aaa568ba-5fdd-4a6b-97b9-f7c6a89674cc,1367,"2,184",1,1367,59.74%,2009,1485.869565,,#NAME?,,,,
aab85a16-703b-4807-8e99-b0a8cf9aec11,1100,"5,991",5,1925,444.64%,5991,1925,1.235955056,#NAME?,,,,
aaba4711-ec22-4be3-8989-43d4c457312d,1161,"1,613",3,1276,38.93%,1613,1276,1.185714286,#NAME?,,,,
aac14412-ac7f-4837-8b9f-9ae0dd5d904f,2138,"2,612",6,2412,22.17%,2612,2412,1.013270142,#NAME?,,,,
aac2ce2a-8a54-4eaa-84cb-b7a74d5f7b5d,1395,"2,233",5,1397,60.07%,2233,1397,1.125,#NAME?,,,,
aac7b019-10a7-42a0-8821-3f504c953669,1093,"1,365",3,1131,24.89%,1365,1131,0.761672474,#NAME?,,,,
aaca154d-2da6-4bb2-a1bc-c0577762e005,1397,"1,578",4,1450,12.96%,1578,1450,1.005759539,#NAME?,,,,
aad951e2-be71-4301-a214-7ac91f93a1ca,837,"1,271",2,1000,51.85%,1271,1000,1.301710731,#NAME?,,,,
aae2cd93-4efc-4f1d-b730-1aa5fc4e3d30,1153,"1,781",4,1194,54.47%,1781,1194,0.996542783,#NAME?,,,,
aae40955-e78e-43da-bc33-147c148d211e,257,397,2,266,54.47%,397,266,0.992277992,#NAME?,,,,
aaeff718-f6e0-4115-ab1e-2bdf62616040,1181,"1,905",1,1182,61.34%,1753,1284.782609,,#NAME?,,,,
ab0b7765-6743-4f38-8af6-9e321928378e,784,"1,029",1,784,31.29%,947,852.173913,,#NAME?,,,,
ab186932-55d8-405e-b7a0-9c7e4af11d09,2070,"3,764",3,3435,81.84%,3764,3435,1.644162033,#NAME?,,,,
ab18e72d-a3c3-44a2-889d-25efec62731b,880,"1,464",1,916,66.38%,1347,995.6521739,,#NAME?,,,,
ab1f5dba-f87d-4651-9ef6-228fcc66b463,1495,"1,932",4,1544,29.23%,1932,1544,1.00449294,#NAME?,,,,
ab2a0ad5-6dd5-49ce-ae39-04970b1d3145,1132,"1,448",1,1170,27.90%,1332,1271.73913,,#NAME?,,,,
ab31bd7c-315b-4c05-9f66-e87f34bb74a6,650,965,6,759,48.46%,965,759,1.208178439,#NAME?,,,,
ab33f02b-5f4a-4e67-98b5-f095a9328d3e,1175,"1,455",4,1108,23.83%,1455,1108,0.975103734,#NAME?,,,,
ab540cb9-a962-4ccf-be3e-34d2b7dd9f2b,647,830,3,672,28.28%,830,672,1.125217391,#NAME?,,,,
ab5b0ed2-d9d2-4650-b95f-bda397f4ada2,1837,"2,549",1,1846,38.75%,2345,2006.521739,,#NAME?,,,,
ab5bdbe5-32be-4f18-9787-85ddafe93330,1582,"1,938",4,1725,22.50%,1938,1725,1.260557769,#NAME?,,,,
ab5f4f69-f558-40a2-9561-8d0fe9830d39,848,"1,390",1,848,63.94%,1279,921.7391304,,#NAME?,,,,
ab63b4fe-aea4-4712-a20c-ef709e3cc5ca,1553,"1,800",1,1553,15.90%,1656,1688.043478,,#NAME?,,,,
ab6a3855-1fda-49ac-b581-c155d163567d,1253,"1,514",2,1301,20.83%,1514,1301,0.899882214,#NAME?,,,,
ab6f0469-8994-4998-8a9a-df254a04138f,614,813,2,634,32.41%,813,634,1.084805654,#NAME?,,,,
ab6f2063-4761-4487-9639-67a3fee87ba4,1314,"1,630",1,1314,24.08%,1500,1428.26087,,#NAME?,,,,
ab760d01-167d-4de0-801b-28dc848fa407,937,"1,320",3,968,40.88%,1320,968,1.058757062,#NAME?,,,,
ab76140a-9fa2-486d-a178-8f60b79bb97c,2112,"2,848",4,2196,34.85%,2848,2196,1.083076923,#NAME?,,,,
ab7ac81c-62d6-445f-bc5c-1371a2fd65dc,2072,"2,251",4,2002,8.64%,2251,2002,0.993288591,#NAME?,,,,
ab835c1d-1e39-4aa6-ab8b-a88427c8ec0a,1022,"1,404",1,1023,37.41%,1292,1111.956522,,#NAME?,,,,
ab886b73-cc03-4416-abd3-78c14b41dc92,1465,"1,844",5,1433,25.87%,1844,1433,0.960026212,#NAME?,,,,
ab8d6710-1f1b-4991-9453-b2cd80838944,733,"1,086",6,794,48.16%,1086,794,1.112291351,#NAME?,,,,
ab985a4a-ae35-4e15-b131-97c034244929,571,907,1,591,58.76%,834,642.3913043,,#NAME?,,,,
abaa7fbc-57f4-4ff0-bf70-98e3875cced9,1601,"2,036",4,1641,27.17%,2036,1641,1.529192547,#NAME?,,,,
abadb218-74e3-4d67-8079-11423643e814,1677,"2,627",1,1677,56.66%,2417,1822.826087,,#NAME?,,,,
abae367a-0e80-44db-9d63-e1264045b049,1769,"2,020",1,1769,14.16%,1858,1922.826087,,#NAME?,,,,
abc45372-b46d-4246-a940-b8bfeed08731,1771,"2,368",3,1833,33.71%,2368,1833,0.9638865,#NAME?,,,,
abc7002c-8890-4aa8-8c23-b518bdea684d,1148,"1,655",5,1088,44.16%,1655,1088,0.84375,#NAME?,,,,
abc7ec4a-2457-4200-bf0f-eca1af0acc35,3834,"3,620",1,3986,-5.59%,3330,4332.608696,,#NAME?,,,,
abd2fd47-bc07-4b21-a4e8-28668e98ff93,1749,"2,337",1,1803,33.62%,2150,1959.782609,,#NAME?,,,,
abd9f86f-8c9a-4194-85cd-2b4889e64a39,1039,"1,152",4,1141,10.88%,1152,1141,1.218619247,#NAME?,,,,
abe144d3-66fa-4fa3-9134-18b895c16336,1205,"1,586",1,1246,31.61%,1459,1354.347826,,#NAME?,,,,
abf2c68e-95a3-47ae-a3bf-5ccdbfa7fa65,910,"1,227",1,938,34.85%,1129,1019.565217,,#NAME?,,,,
ac21d3ed-a865-4c87-ab3b-dbdcb43f61e1,1233,"1,502",4,1273,21.82%,1502,1273,0.911308204,#NAME?,,,,
ac2ada43-8405-458d-b95d-f9740681ebc7,767,865,4,777,12.78%,865,777,1.066759388,#NAME?,,,,
ac2dfd7a-81f0-4919-ad5d-9419145484c8,1217,"1,838",4,1262,51.03%,1838,1262,1,#NAME?,,,,
ac30d7fe-64d6-431e-8b70-4bae016900ed,2718,"3,543",5,2750,30.35%,3543,2750,0.968774704,#NAME?,,,,
ac3ce2a7-b33f-4150-90cc-7c347a0cb078,1273,"2,198",4,1404,72.66%,2198,1404,1.26039604,#NAME?,,,,
ac4639fa-9ffa-4b55-9279-3e10d73141b0,2476,"2,977",4,2419,20.23%,2977,2419,1.072773699,#NAME?,,,,
ac67bc1e-4660-4c4b-8060-81e38ae1cd60,1675,"1,874",1,1675,11.88%,1724,1820.652174,,#NAME?,,,,
ac77e00d-45e0-4791-a256-2bcdf2e99e82,615,913,6,581,48.46%,913,581,1.040913416,#NAME?,,,,
ac7b5b5d-796d-4e17-9541-9ae8cfb75189,1700,"2,055",4,1759,20.88%,2055,1759,1.140267176,#NAME?,,,,
ac8086c0-bbc3-42c2-99e0-2531c0617093,562,917,2,729,63.17%,917,729,1.288990826,#NAME?,,,,
ac84b2ad-097b-4e1b-b07e-1ef795aaecf1,1026,"2,321",4,1703,126.22%,2321,1703,1.01183432,#NAME?,,,,
ac8fc944-4165-4691-bfaa-9fa035d2ebc9,851,"1,280",2,1128,50.41%,1280,1128,1.387635756,#NAME?,,,,
ac9b5a46-828f-4695-9e08-6a873f7e79d9,1774,"2,846",3,2293,60.43%,2846,2293,1.185354691,#NAME?,,,,
ac9bf5d6-039f-47ac-9f16-b636fc4f7da9,706,"1,232",5,931,74.50%,1232,931,1.223570191,#NAME?,,,,
acaa4364-54bf-4445-bff8-c54e185d2a3a,1733,"3,299",2,1734,90.36%,3299,1734,1.122409326,#NAME?,,,,
acb8f525-e235-4d6c-ae17-d8612a0c3d25,2507,"2,780",3,2602,10.89%,2780,2602,1.054690787,#NAME?,,,,
acbf995e-b52c-4df7-9efe-c501e6479894,1264,"1,501",2,1311,18.75%,1501,1311,0.905444126,#NAME?,,,,
acc18fc5-7d54-415f-9a7c-399609c08d81,2891,"3,573",2,2997,23.59%,3573,2997,1.096266307,#NAME?,,,,
acd546c3-be0f-47de-a4de-47ba0958e813,766,"1,616",1,766,111.01%,1487,832.6086957,,#NAME?,,,,
acddcb32-6932-44c6-8e66-878091e6786a,1684,"1,883",1,1742,11.79%,1732,1893.478261,,#NAME?,,,,
acdde646-2cf9-413b-8d8b-0533cff1aba6,827,"1,308",2,858,58.16%,1308,858,1.085301837,#NAME?,,,,
acedb382-edfe-49ca-a5f4-5881795bccf1,933,"1,034",2,967,10.83%,1034,967,1.183050847,#NAME?,,,,
acee3098-5568-41ab-ac5d-bb32dc7ac404,2276,"3,023",1,2276,32.81%,2781,2473.913043,,#NAME?,,,,
acf1f10c-e7bd-4da7-a713-ca6e5b4c5bd7,1444,"1,645",2,1444,13.92%,1645,1444,1.127528584,#NAME?,,,,
ad11d470-8a8e-4d0d-8923-b0ca1636d272,2083,"2,244",3,2091,7.73%,2244,2091,1.373104812,#NAME?,,,,
ad194ede-9be5-424c-a13b-3c88901b66ee,1246,"1,757",6,1205,41.01%,1757,1205,1.040935673,#NAME?,,,,
ad269390-927d-4cb7-9af7-06dc26117eff,532,794,6,649,49.25%,794,649,1.179600887,#NAME?,,,,
ad28cc86-20e8-42e7-b28c-2c30cf6c9945,1219,"1,552",1,1219,27.33%,1428,1325,,#NAME?,,,,
ad2e14f1-5d0b-4479-a289-71ce7c30d3da,1311,"1,384",2,1276,5.57%,1384,1276,0.999237805,#NAME?,,,,
ad2f59e8-247d-4aa2-994d-8d12de0a56a1,1962,"2,009",2,1962,2.40%,2009,1962,1.050321199,#NAME?,,,,
ad303eca-23b3-48ab-aeb7-6799a5aed307,1650,"2,146",3,1703,30.06%,2146,1703,0.980392157,#NAME?,,,,
ad3aa6db-0db2-479f-889f-facd22d2244d,1432,"2,053",4,1486,43.37%,2053,1486,1.13487134,#NAME?,,,,
ad3fc408-1a93-4992-a2b0-71a69e6bcb28,988,"1,137",1,988,15.08%,1046,1073.913043,,#NAME?,,,,
ad41d508-5e47-49bd-813c-1c3a9255f87e,1498,"2,364",1,1500,57.82%,2175,1630.434783,,#NAME?,,,,
ad453018-381d-449f-aa83-11124ca67d70,1562,"1,737",1,1637,11.20%,1598,1779.347826,,#NAME?,,,,
ad4720ac-3dce-4404-8b90-26cefddbad17,1179,"2,327",2,1843,97.37%,2327,1843,1.14762931,#NAME?,,,,
ad4d8b7c-60eb-4f06-8eb7-6319ab5a3a0a,970,"1,561",1,970,60.91%,1436,1054.347826,,#NAME?,,,,
ad4ef7ab-71d9-4460-9483-4a6cfe246585,1133,"1,411",2,1172,24.54%,1411,1172,1.256183746,#NAME?,,,,
ad66e1d9-fc4b-4c76-95de-b59f1957a578,2681,"3,616",6,2760,34.88%,3616,2760,0.856102004,#NAME?,,,,
ad70c7fe-fdea-4c86-a2f7-b7c6afcfd6a4,1009,"2,089",1,1446,107.05%,1922,1571.73913,,#NAME?,,,,
ad73b46a-22fa-4505-934b-7c88864383fa,776,"1,084",6,804,39.69%,1084,804,1.041610738,#NAME?,,,,
ad766843-be1c-4e60-89e8-610988bbc1a0,1043,"2,061",4,1342,97.60%,2061,1342,1.028599606,#NAME?,,,,
ada0cc4e-d48c-4243-9b3c-8e532ebd7993,626,"1,070",5,782,70.93%,1070,782,1.170731707,#NAME?,,,,
ada185d2-dffc-41bb-aff1-03dbe99f843e,692,696,1,715,0.53%,640,777.173913,,#NAME?,,,,
ada5debe-fdc8-4dc4-805d-a9c27be6e3fa,1487,"1,526",3,1591,2.62%,1526,1591,1.258037225,#NAME?,,,,
adaf26eb-ad1a-4243-8295-1dbe168c9922,2773,"4,627",3,3860,66.86%,4627,3860,1.179498086,#NAME?,,,,
adbd927d-bf81-4559-9663-8d91deb5b08b,821,"1,353",4,1025,64.80%,1353,1025,1.196793003,#NAME?,,,,
adc25efa-d5c1-4ca1-8ea7-dcc3d98764b1,1518,"1,795",1,1577,18.22%,1651,1714.130435,,#NAME?,,,,
adc722b6-5518-4769-ab27-03cb7fbae368,558,817,3,579,46.42%,817,579,1.192307692,#NAME?,,,,
adcaf22e-a9c4-4982-a6b8-ea53afb4d724,1431,"2,149",2,1477,50.17%,2149,1477,1.089041096,#NAME?,,,,
add913b4-290c-487f-91ac-7a930b19ec6d,3015,"3,649",3,3115,21.03%,3649,3115,1.072572038,#NAME?,,,,
addc889c-3cc3-4e20-94c2-59cec8d5acee,1515,"1,858",5,1515,22.64%,1858,1515,0.914935065,#NAME?,,,,
adf63504-fef1-4bda-a6c1-52da0a38b79c,1804,"2,124",4,1873,17.74%,2124,1873,1.346268657,#NAME?,,,,
adfd181a-f44e-428e-a65f-9914a3f277d6,777,"1,017",5,804,30.89%,1017,804,1.080667594,#NAME?,,,,
ae080a7f-ca5b-4055-9628-a76f6c376beb,836,"1,245",1,836,48.87%,1145,908.6956522,,#NAME?,,,,
ae18f077-6877-473c-a0c5-ed48d6d36255,1318,"1,785",2,1360,35.43%,1785,1360,1.293424926,#NAME?,,,,
ae19344a-af86-4fb2-8d72-825814cfc860,1378,"1,759",1,1423,27.63%,1618,1546.73913,,#NAME?,,,,
ae2b5e0b-65e4-4fb7-88cc-58f4c45a37f5,1873,"2,257",1,1933,20.48%,2076,2101.086957,,#NAME?,,,,
ae360d30-2562-45ec-81f9-f28073eeaa6f,685,968,1,642,41.38%,891,697.826087,,#NAME?,,,,
ae3c5f5d-a342-40c5-9699-4311fef05096,1574,"1,746",1,1621,10.91%,1606,1761.956522,,#NAME?,,,,
ae4040e0-b649-4165-afc6-663e558466d6,786,893,5,816,13.61%,893,816,0.983729662,#NAME?,,,,
ae5bf0e8-33b2-4e16-92ea-a284114b40f2,687,816,3,715,18.78%,816,715,1.12254902,#NAME?,,,,
ae666c3c-1fb8-4946-96ec-dd3307ea6c67,1670,"1,688",1,1723,1.08%,1553,1872.826087,,#NAME?,,,,
ae6b7f03-4c9c-425f-b202-7b687971e8c7,972,"2,864",4,1329,194.65%,2864,1329,1.174418605,#NAME?,,,,
ae6ed852-8693-4232-838d-0a3de93ea8d6,1257,"1,691",1,1096,34.55%,1556,1191.304348,,#NAME?,,,,
ae6ef558-2b68-4c1c-8f7c-a79e424fa4b7,705,924,1,705,31.05%,850,766.3043478,,#NAME?,,,,
ae70ac46-1950-40f3-9727-14b4b063a656,1717,"1,685",4,2378,-1.86%,1685,2378,0.841254287,#NAME?,,,,
ae7e0655-bcd5-41de-8cf5-3b3a17b19c6e,1581,"2,511",3,2627,58.82%,2511,2627,1.212603437,#NAME?,,,,
ae7e3fd3-f4a3-4fec-9abc-1e9d66f3a52d,932,"1,190",4,1043,27.68%,1190,1043,1.128329298,#NAME?,,,,
ae7f9674-1b63-4d71-a8b6-c4db4c433dc6,900,"2,000",1,931,122.22%,1840,1011.956522,,#NAME?,,,,
ae8d75e8-5d5e-4a00-ab40-ab1c43c90abb,722,944,2,858,30.75%,944,858,1.315118397,#NAME?,,,,
ae9240dc-011a-4bbf-a0f4-48648a91aa21,223,356,2,231,59.64%,356,231,1.093137255,#NAME?,,,,
ae9837df-05ff-491f-8241-50a0fc59d487,1084,"1,309",1,1119,20.73%,1204,1216.304348,,#NAME?,,,,
ae9c4c9e-b738-4ec8-8fef-15ac899cfe27,1360,"1,959",1,1360,44.02%,1802,1478.26087,,#NAME?,,,,
aea35cd0-bb0a-4a3a-aadf-fe1e5d52b27e,716,"1,040",3,716,45.25%,1040,716,1.045255474,#NAME?,,,,
aeb13328-ef56-43c2-b8a0-b8bb3d24f252,1496,"1,661",2,1538,11.03%,1661,1538,1.052779733,#NAME?,,,,
aec7263f-6760-4bdb-8c78-c99b6dc490c5,1463,"1,671",4,1520,14.22%,1671,1520,1.052517986,#NAME?,,,,
aef09616-34e3-4e34-9bc5-db178d57db78,1284,"1,507",2,1330,17.37%,1507,1330,1.113616652,#NAME?,,,,
aefdbd00-581b-4fab-9aa2-befd157c2679,1150,"1,641",3,1188,42.70%,1641,1188,0.90765588,#NAME?,,,,
af008b22-f614-4b5e-9d9c-8a9622ad1704,1381,"1,708",2,1427,23.68%,1708,1427,1.04305136,#NAME?,,,,
af08f351-ebc2-4195-aec3-8ba3f159a11f,847,908,4,824,7.20%,908,824,1.168485675,#NAME?,,,,
af11a297-8e6e-44f4-8dc3-c70e7a710d2c,1248,"2,421",1,1293,93.96%,2227,1405.434783,,#NAME?,,,,
af14ed2b-e2b6-4be2-87e3-942a12dd88c1,1318,"1,998",1,1365,51.58%,1838,1483.695652,,#NAME?,,,,
af169b94-229f-45ad-97b9-b379b5b716ac,1803,"1,562",1,1869,-13.37%,1437,2031.521739,,#NAME?,,,,
af26e78f-eb35-46f1-a6db-c2e9664c29c9,837,"1,395",4,973,66.67%,1395,973,1.297674419,#NAME?,,,,
af3c6292-2048-4188-800f-2c647d82c9bd,3361,"5,233",2,4822,55.70%,5233,4822,1.041201983,#NAME?,,,,
af46a7cb-68e7-4929-9c41-48ca2a2cbbf9,1340,"1,756",2,1428,31.04%,1756,1428,1.320197044,#NAME?,,,,
af483b5f-9ada-4a7f-a085-47abaf3fd6db,468,667,6,446,42.52%,667,446,1.17,#NAME?,,,,
af543c47-db06-488b-84f1-9f9bcdc55bde,1476,"1,653",1,1476,12.01%,1521,1604.347826,,#NAME?,,,,
af5709d7-1b3a-496c-83a5-1458af2a0e23,1086,"1,674",2,1128,54.14%,1674,1128,0.994505495,#NAME?,,,,
af617cf7-bee0-4066-8780-d745cf60ca12,712,962,6,737,35.11%,962,737,0.699410609,#NAME?,,,,
af623b0f-16fe-4a08-8936-e804d51adf01,1514,"1,961",1,1573,29.52%,1804,1709.782609,,#NAME?,,,,
af649062-54d6-489d-8d75-305bccec945a,1310,"2,324",4,1844,77.40%,2324,1844,1.21541502,#NAME?,,,,
af8a90bd-47e0-4841-83c4-0e9460b169cf,595,"1,104",4,819,85.55%,1104,819,1.116322702,#NAME?,,,,
af9170f2-04b4-4113-8f12-c5d4b248e03e,1510,"2,141",3,1618,41.79%,2141,1618,1.207034373,#NAME?,,,,
af9f1d72-05ea-4d17-83ac-8205b1bed863,1167,"1,259",1,1142,7.86%,1158,1241.304348,,#NAME?,,,,
afa15cbe-9f48-4b7d-9e27-2005968df280,793,"1,071",4,771,35.06%,1071,771,1.105997211,#NAME?,,,,
afa8c5f8-f4db-4e22-894c-7efee7db7308,1460,"2,257",1,1460,54.56%,2076,1586.956522,,#NAME?,,,,
afa8e1e3-6330-46e4-99d2-67cee45ef228,2757,"3,066",2,2765,11.21%,3066,2765,1.076112412,#NAME?,,,,
afad93fa-a63d-4831-813d-ed58df5aaac5,1774,"1,873",2,1775,5.58%,1873,1775,1.105449398,#NAME?,,,,
afb2e5cc-b7d9-45a7-b48f-0f03d6082da7,1449,"2,297",1,1504,58.51%,2113,1634.782609,,#NAME?,,,,
afc69cee-001d-4977-b77b-646f83003760,1042,"1,464",3,1012,40.50%,1464,1012,1.018572825,#NAME?,,,,
afc9570f-c17c-4e85-8b40-93d8fa440255,823,"1,151",1,850,39.86%,1059,923.9130435,,#NAME?,,,,
afca581d-68dc-4d38-a130-059a8a4c8b75,1274,"1,813",4,1323,42.31%,1813,1323,1.16347032,#NAME?,,,,
afcc5451-3e95-4154-bb93-265bcfe57dc3,2771,"3,904",2,2871,40.89%,3904,2871,1.072783585,#NAME?,,,,
afcd6072-d6a8-40f5-8dc0-6b27b8b09ac7,743,"1,028",3,766,38.36%,1028,766,0.988031915,#NAME?,,,,
afd09a59-c864-4836-8565-f455d383a2f2,900,"1,027",4,824,14.11%,1027,824,0.828729282,#NAME?,,,,
afd27636-dbd0-45f1-bfa4-20b550dfa00d,501,896,1,492,78.77%,824,534.7826087,,#NAME?,,,,
afd62362-b86f-4992-905d-0627bbf64be7,868,"1,157",2,900,33.29%,1157,900,0.768141593,#NAME?,,,,
afe031c9-8385-49f7-95e7-df03838c55d5,1741,"2,697",1,1776,54.90%,2481,1930.434783,,#NAME?,,,,
afe17f1d-506e-4fd4-ab54-613828af63dd,902,"1,281",3,931,42.02%,1281,931,0.809694794,#NAME?,,,,
aff78c83-44c2-484c-9986-ef514b08dd6c,942,"1,382",5,917,46.71%,1382,917,0.938247012,#NAME?,,,,
affbcfcc-a521-4585-94f8-b9128d872806,1395,"2,073",3,1517,48.60%,2073,1517,1.148148148,#NAME?,,,,
affc1b3d-977e-480a-bb14-7ea3d59932e3,578,794,6,676,37.37%,794,676,1.170040486,#NAME?,,,,
b00f6c03-5895-4112-a978-de5b3d076e50,810,"1,049",3,810,29.51%,1049,810,1.068601583,#NAME?,,,,
b014312b-49c5-4759-a3f8-fa359987a277,526,845,5,609,60.65%,845,609,1.243498818,#NAME?,,,,
b0154af3-4621-4d98-a0b6-d542e439599a,1642,"2,080",3,1704,26.67%,2080,1704,1.026095061,#NAME?,,,,
b015becc-6ba4-4370-b58a-b21986db22cc,1357,"1,736",6,1388,27.93%,1736,1388,0.999263623,#NAME?,,,,
b0164591-d521-4b2b-88ab-b90f5332b618,#N/A,"1,087",1,1383,#N/A,1000,1503.26087,#N/A,#NAME?,,,,
b02810d4-4b1e-4fb9-a216-e324af7feeff,645,824,2,668,27.75%,824,668,1.187845304,#NAME?,,,,
b03b29ca-8bc5-4700-9957-a4314a275b18,1493,"1,711",4,1517,14.60%,1711,1517,1.02260274,#NAME?,,,,
b03bafc5-fa52-4381-a6ae-4ff2671013ff,719,898,1,731,24.87%,826,794.5652174,,#NAME?,,,,
b04b9e08-d924-4252-820d-314e9517cb0d,1855,"3,036",1,1926,63.66%,2793,2093.478261,,#NAME?,,,,
b051ad81-9fac-42fa-87d6-652d6830f87c,1571,"1,952",4,1626,24.25%,1952,1626,1.036789298,#NAME?,,,,
b052e738-66fc-45f0-9031-b5ce98e49ca3,1582,"1,778",1,1636,12.41%,1636,1778.26087,,#NAME?,,,,
b05c879a-76b2-4b86-93a8-a3f039484f04,4370,"5,430",3,4402,24.26%,5430,4402,1.250715512,#NAME?,,,,
b05de50c-489e-44b6-9cf8-a30968a9191a,1208,"1,399",1,1246,15.80%,1287,1354.347826,,#NAME?,,,,
b0636f5f-456d-44a0-b368-cebc37e8a48e,1254,"1,459",3,1297,16.35%,1459,1297,1.082901554,#NAME?,,,,
b07dd404-a27d-413f-97ce-366c7ddfe1a3,1330,"1,924",1,1381,44.66%,1770,1501.086957,,#NAME?,,,,
b098be59-eb59-4168-901a-11da416b7eec,1198,"1,327",4,1236,10.77%,1327,1236,0.866232827,#NAME?,,,,
b0a092b7-b570-4c61-b38a-834e410009bb,1618,"2,509",5,3086,55.07%,2509,3086,1.191458027,#NAME?,,,,
b0aa9268-a341-412e-98d7-322cd638c60f,1259,"1,703",1,1261,35.29%,1567,1370.652174,,#NAME?,,,,
b0ac378d-674b-4972-89ea-4026808ccb02,1477,"2,110",4,1783,42.86%,2110,1783,1.194983819,#NAME?,,,,
b0ac4e85-5cdc-4fec-afc8-d17ec1a53b42,1489,"2,015",1,1489,35.34%,1854,1618.478261,,#NAME?,,,,
b0ac8888-b1bb-4ce4-9128-a19c72ef84e5,1061,"1,678",5,1345,58.15%,1678,1345,0.929071804,#NAME?,,,,
b0bd3337-2366-4684-945b-def210e46c8e,960,"1,157",5,948,20.52%,1157,948,1.11757858,#NAME?,,,,
b0c541cf-635c-4f73-b3d6-d896013b1033,1255,"2,721",4,1304,116.81%,2721,1304,0.949319213,#NAME?,,,,
b0c79a5e-7551-4343-a37d-75e5086254a0,1797,"3,527",1,1797,96.28%,3245,1953.26087,,#NAME?,,,,
